qasrl_id	sentence	worker_id	full_question	full_answer	question_start	question_aux	question_body	answer	untokenized sentence	target indices for untok sent
Wiki1k:wikinews:1291484:0:0	Cynthia Ashley-Nelson died the night before last while attending the Wikimedia Conference in Berlin , Germany .	Worker-2	While what did cynthia Ashley-Nelson die the night before last	While attending the Wikimedia Conference in Berlin, Germany.	While what	did	Cynthia Ashley-Nelson die the night before last	While attending the Wikimedia Conference in Berlin, Germany.	Cynthia Ashley-Nelson died the night before last while attending the Wikimedia Conference in Berlin, Germany.	2,6,8
Wiki1k:wikinews:1281717:1:1	Born in Grangemouth , near Falkirk , in 1920 , he studied painting from 1938 to 40 at Edinburgh College of Art .	Worker-5	Before what was he Born in Grangemouth in 1920	Before he studied painting from 1938 to 40 at Edinburgh College of Art	Before what	was	he Born in Grangemouth in 1920	Before he studied painting from 1938 to 40 at Edinburgh College of Art	Born in Grangemouth, near Falkirk, in 1920, he studied painting from 1938 to 40 at Edinburgh College of Art.	0,8
Wiki1k:wikinews:1283126:16:1	The peaceful rally at the capital , Manama , was marred by small groups throwing molotov cocktails at police .	Worker-7	In what manner was the peaceful rally marred	by small groups throwing molotov cocktails at police	In what manner	was	the peaceful rally marred	by small groups throwing molotov cocktails at police	The peaceful rally at the capital, Manama, was marred by small groups throwing molotov cocktails at police.	8,12
Wiki1k:wikinews:1283126:16:1	The peaceful rally at the capital , Manama , was marred by small groups throwing molotov cocktails at police .	Worker-7	What is the result of the peaceful rally at the capital, Manama	The peaceful rally at the capital was marred by small groups throwing molotov cocktails at police	What is the result of	_	the peaceful rally at the capital, Manama	The peaceful rally at the capital was marred by small groups throwing molotov cocktails at police	The peaceful rally at the capital, Manama, was marred by small groups throwing molotov cocktails at police.	8,12
Wiki1k:wikinews:1345566:3:0	The commission proposed to raise tuition costs by 14 % and require repayment of the HECS loan starting at minimum wage , A$ 32,354 , according to Gwilym Croucher of the University of Melbourne .	Worker-9	While what would the commission propose to raise tuition costs by 14%?	require repayment of the HECS loan starting at minimum wage.	While what	would	The commission propose to raise tuition costs by 14%?	require repayment of the HECS loan starting at minimum wage.	The commission proposed to raise tuition costs by 14% and require repayment of the HECS loan starting at minimum wage, A$ 32,354, according to Gwilym Croucher of the University of Melbourne.	2,4,10,16
Wiki1k:wikinews:1260995:1:8	They have started looking for him and luckily , they were able to ask him to come as a special guest of the Awards Ceremony .	Worker-5	In what manner were they able to ask him to come	as a special guest of the Awards Ceremony	In what manner	_	were they able to ask him to come	as a special guest of the Awards Ceremony	They have started looking for him and luckily, they were able to ask him to come as a special guest of the Awards Ceremony.	3,9,12,15
Wiki1k:wikinews:1338290:0:1	The suspects , two unnamed male Singaporeans , aged 22 and 23 , were reportedly arrested at a shopping center in Tampines on Friday evening for possession of synthetic cannabis , also known as `` K2 '' .	Worker-9	What is the reason the suspects were reportedly arrested at a shopping center in Tampines?	for possession of synthetic cannabis, also known as K2.	What is the reason	_	The suspects were reportedly arrested at a shopping center in Tampines?	for possession of synthetic cannabis, also known as K2.	The suspects, two unnamed male Singaporeans, aged 22 and 23, were reportedly arrested at a shopping center in Tampines on Friday evening for possession of synthetic cannabis, also known as " K2 " .	9,12,28
Wiki1k:wikinews:1307075:1:1	The researchers identified differences between different specimens , including those in their teeth , skull shapes , and DNA sequences .	Worker-5	What is an example of researchers identifying differences between different specimens	identifying differences in their teeth, skull shapes, and DNA sequences	What is an example of	_	researchers identifying differences between different specimens	identifying differences in their teeth, skull shapes, and DNA sequences	The researchers identified differences between different specimens, including those in their teeth, skull shapes, and DNA sequences.	2,7,12
Wiki1k:wikinews:1345663:5:4	`` So I said , ` Oh that 's very good , I 'm glad to hear that , now can you send somebody over here to get rid of it for us ? ' ''	Worker-9	Despite what did i say can you send somebody over here to get rid of it for us?\'	Saying  "" Oh that\'s very good "" ,	Despite what	did	I say can you send somebody over here to get rid of it for us?\'	Saying  "" Oh that\'s very good "" ,	\ "  So I said, ` Oh that\'s very good, I\'m glad to hear that, now can you send somebody over here to get rid of it for us?\'  "	8,14,19,25
Wiki1k:wikinews:1345663:4:2	`` This one looks like it died very recently and has n't decomposed much '' , which Fenwick suggested elsewhere was due to the whale 's present location , partially submerged in near-freezing water .	Worker-4	In what manner might someone suggest elsewhere was due to the whale\'s present location, partially submerged in near-freezing water	Fenwick suggested  ""  This one looks like it died very recently and hasn\'t decomposed much  ""	In what manner	might	someone suggest elsewhere was due to the whale\'s present location, partially submerged in near-freezing water	Fenwick suggested  ""  This one looks like it died very recently and hasn\'t decomposed much  ""	\ "  This one looks like it died very recently and hasn\'t decomposed much ", which Fenwick suggested elsewhere was due to the whale\'s present location, partially submerged in near-freezing water.	5,8,13,20,28
Wiki1k:wikinews:1283126:7:1	`` We will need to have a look again at what happened , '' he said , `` as Esteban seemed to be off his line coming into turn one -- maybe he missed his braking point , I do n't know -- and by then I was in the corner with nowhere to go '' .	Worker-7	What is the result of esteban coming into turn one	Esteban seemed to be off his line coming into turn one	What is the result of	_	Esteban coming into turn one	Esteban seemed to be off his line coming into turn one	\ "  We will need to have a look again at what happened, " he said, " as Esteban seemed to be off his line coming into turn one--maybe he missed his braking point, I don\'t know--and by then I was in the corner with nowhere to go " .	5,7,13,20,22,26,31,36,41,48
Wiki1k:wikinews:1318179:0:0	The European Space Agency has spotted a pair of supermassive black holes orbiting one another , believed to be the product of two galaxies merging .	Worker-7	In what manner did the European Space Agency spot a pair of supermassive black holes	orbiting one another	In what manner	did	the European Space Agency spot a pair of supermassive black holes	orbiting one another	The European Space Agency has spotted a pair of supermassive black holes orbiting one another, believed to be the product of two galaxies merging.	5,12,15,17,23
Wiki1k:wikinews:1318179:0:0	The European Space Agency has spotted a pair of supermassive black holes orbiting one another , believed to be the product of two galaxies merging .	Worker-7	What is the result of two galaxies merging	a pair of supermassive black holes orbiting one another	What is the result of	_	two galaxies merging	a pair of supermassive black holes orbiting one another	The European Space Agency has spotted a pair of supermassive black holes orbiting one another, believed to be the product of two galaxies merging.	5,12,15,17,23
Wiki1k:wikinews:1312460:2:2	Hemp goods were advertised and on sale at the event , and some attendees were seen drinking cannabis-themed energy drinks .	Worker-5	While what were Hemp goods advertised and on sale at the event	While some attendees were seen drinking cannabis-themed energy drinks	While what	_	were Hemp goods advertised and on sale at the event	While some attendees were seen drinking cannabis-themed energy drinks	Hemp goods were advertised and on sale at the event, and some attendees were seen drinking cannabis-themed energy drinks.	3,15
Wiki1k:wikinews:1330908:4:0	It is n't the first time Sterling has caused controversy with racist comments .	Worker-9	In what manner did sterling cause controversy?	with racist comments.	In what manner	did	Sterling cause controversy?	with racist comments.	It isn\'t the first time Sterling has caused controversy with racist comments.	1,7
Wiki1k:wikinews:1307075:11:0	-LRB- -LRB- WN -RRB- -RRB- Did you conduct field study to identify the species ' habits ?	Worker-9	What is the reason he conducted a field study?	to identify the species\' habits.	What is the reason	_	he conducted a field study?	to identify the species\' habits.	-LRB- -LRB- WN -RRB- -RRB- Did you conduct field study to identify the species\' habits?	5,7,11
Wiki1k:wikinews:1291484:4:5	She was involved with Wikimedia 's Global Education Program , assisting students and professors with improving articles about global and United States public policy .	Worker-5	While what was she involved with Wikimedia\'s Global Education Program	While assisting students and professors with improving articles about global and United States public policy	While what	_	was she involved with Wikimedia\'s Global Education Program	While assisting students and professors with improving articles about global and United States public policy	She was involved with Wikimedia\'s Global Education Program, assisting students and professors with improving articles about global and United States public policy.	2,8,13
Wiki1k:wikinews:1256036:1:0	The deal is part of an ongoing U.S. goal to reduce fissile material worldwide .	Worker-5	What is the reason for The deal	It is part of an ongoing U.S. goal to reduce fissile material worldwide	What is the reason	_	for The deal	It is part of an ongoing U.S. goal to reduce fissile material worldwide	The deal is part of an ongoing U.S. goal to reduce fissile material worldwide.	2,10
Wiki1k:wikinews:1287233:6:1	A notice at the top of the page invites condolences , which have been arriving in their dozens .	Worker-5	What is the reason condolences have been arriving	A notice at the top of the page invites condolences	What is the reason	_	condolences have been arriving	A notice at the top of the page invites condolences	A notice at the top of the page invites condolences, which have been arriving in their dozens.	8,13
Wiki1k:wikinews:1283126:12:2	Both he and ninth-place Fernando Alonso celebrated upon completing the race , arms in the air .	Worker-7	In what manner did he and ninth-place Fernando Alonso celebrate	arms in the air	In what manner	did	he and ninth-place Fernando Alonso celebrate	arms in the air	Both he and ninth-place Fernando Alonso celebrated upon completing the race, arms in the air.	6,8
Wiki1k:wikinews:1283126:12:2	Both he and ninth-place Fernando Alonso celebrated upon completing the race , arms in the air .	Worker-7	After what did both he and ninth-place Fernando Alonso celebrate	completing the race	After what	did	both he and ninth-place Fernando Alonso celebrate	completing the race	Both he and ninth-place Fernando Alonso celebrated upon completing the race, arms in the air.	6,8
Wiki1k:wikinews:1287233:3:2	In the past month , she had written several blog entries on HASTAC , an online collaborative platform dedicated to changing the way people learn , about how to write about academics on Wikipedia .	Worker-5	In what case had she written several blog entries on HASTAC about how to write about academics on Wikipedia	In the past month	In what case	_	had she written several blog entries on HASTAC about how to write about academics on Wikipedia	In the past month	In the past month, she had written several blog entries on HASTAC, an online collaborative platform dedicated to changing the way people learn, about how to write about academics on Wikipedia.	6,16,18,22,26
Wiki1k:wikinews:1287233:3:2	In the past month , she had written several blog entries on HASTAC , an online collaborative platform dedicated to changing the way people learn , about how to write about academics on Wikipedia .	Worker-5	In what manner did she write several blog entries on HASTAC	She wrote about how to write about academics on Wikipedia	In what manner	did	she write several blog entries on HASTAC	She wrote about how to write about academics on Wikipedia	In the past month, she had written several blog entries on HASTAC, an online collaborative platform dedicated to changing the way people learn, about how to write about academics on Wikipedia.	6,16,18,22,26
Wiki1k:wikinews:1287233:3:2	In the past month , she had written several blog entries on HASTAC , an online collaborative platform dedicated to changing the way people learn , about how to write about academics on Wikipedia .	Worker-5	What is the reason for HASTAC, an online collaborative platform	It is dedicated to changing the way people learn	What is the reason	_	for HASTAC, an online collaborative platform	It is dedicated to changing the way people learn	In the past month, she had written several blog entries on HASTAC, an online collaborative platform dedicated to changing the way people learn, about how to write about academics on Wikipedia.	6,16,18,22,26
Wiki1k:wikinews:1278252:1:1	The newspaper claimed that she had claimed # 90,000 to pay the mortgage on the house .	Worker-5	What is the reason might she have claimed #90,000	to pay the mortgage on the house	What is the reason	might	she have claimed #90,000	to pay the mortgage on the house	The newspaper claimed that she had claimed #90,000 to pay the mortgage on the house.	2,6,9
Wiki1k:wikinews:1338290:0:0	The Central Narcotics Bureau -LRB- CNB -RRB- of Singapore announced yesterday the first arrests made following the listing of New Psychoactive Substances -LRB- NPS -RRB- as Class A controlled drugs on Thursday , under the First Schedule of the Misuse of Drugs Act .	Worker-7	In what manner were new Psychoactive Substances listed	as Class A controlled drugs under the First Schedule of the Misuse of Drugs Act	In what manner	were	New Psychoactive Substances listed	as Class A controlled drugs under the First Schedule of the Misuse of Drugs Act	The Central Narcotics Bureau -LRB- CNB -RRB- of Singapore announced yesterday the first arrests made following the listing of New Psychoactive Substances -LRB- NPS -RRB- as Class A controlled drugs on Thursday, under the First Schedule of the Misuse of Drugs Act.	9,15,28
Wiki1k:wikinews:1338290:0:0	The Central Narcotics Bureau -LRB- CNB -RRB- of Singapore announced yesterday the first arrests made following the listing of New Psychoactive Substances -LRB- NPS -RRB- as Class A controlled drugs on Thursday , under the First Schedule of the Misuse of Drugs Act .	Worker-7	After what were the first arrests made	the listing of New Psychoactive Substances -LRB- NPS -RRB- as Class A controlled drugs on Thursday, under the First Schedule of the Misuse of Drugs Act	After what	were	the first arrests made	the listing of New Psychoactive Substances -LRB- NPS -RRB- as Class A controlled drugs on Thursday, under the First Schedule of the Misuse of Drugs Act	The Central Narcotics Bureau -LRB- CNB -RRB- of Singapore announced yesterday the first arrests made following the listing of New Psychoactive Substances -LRB- NPS -RRB- as Class A controlled drugs on Thursday, under the First Schedule of the Misuse of Drugs Act.	9,15,28
Wiki1k:wikinews:1278252:3:0	Heather Brooke , a campaigner who has been involved in the release and publication of MPs ' expenses and the scandal that followed , said the alleged doorstepping was `` a public interest piece of reporting '' , noting that the journalist from the Telegraph had to visit the property to work out who was living there .	Worker-5	After what did the scandal follow	After the release and publication of MPs\' expenses	After what	did	the scandal follow	After the release and publication of MPs\' expenses	Heather Brooke, a campaigner who has been involved in the release and publication of MPs\' expenses and the scandal that followed, said the alleged doorstepping was " a public interest piece of reporting ", noting that the journalist from the Telegraph had to visit the property to work out who was living there.	7,20,23,25,32,34,41,43,47,51
Wiki1k:wikinews:1278252:3:0	Heather Brooke , a campaigner who has been involved in the release and publication of MPs ' expenses and the scandal that followed , said the alleged doorstepping was `` a public interest piece of reporting '' , noting that the journalist from the Telegraph had to visit the property to work out who was living there .	Worker-5	What is the reason that the journalist from the Telegraph had to visit the property	to work out who was living there	What is the reason	_	that the journalist from the Telegraph had to visit the property	to work out who was living there	Heather Brooke, a campaigner who has been involved in the release and publication of MPs\' expenses and the scandal that followed, said the alleged doorstepping was " a public interest piece of reporting ", noting that the journalist from the Telegraph had to visit the property to work out who was living there.	7,20,23,25,32,34,41,43,47,51
Wiki1k:wikinews:1255035:99:5	Not many elected officials will do something like that .	Worker-5	In what case wouldn\'t many elected officials do something		In what case	wouldn\'t	many elected officials do something		Not many elected officials will do something like that.	2,5,8
Wiki1k:wikinews:1345663:2:0	Fenwick told CTV News , several years prior another sperm whale measuring 15 ft was beached in the area , but disappeared without incident , an act Fenwick attributed to be the work of Fisheries and Oceans Canada .	Worker-5	What is the result of another sperm whale measuring 15 ft being beached in the area	It disappeared without incident, an act Fenwick attributed to be the work of Fisheries and Oceans Canada	What is the result of	_	another sperm whale measuring 15 ft being beached in the area	It disappeared without incident, an act Fenwick attributed to be the work of Fisheries and Oceans Canada	Fenwick told CTV News, several years prior another sperm whale measuring 15 ft was beached in the area, but disappeared without incident, an act Fenwick attributed to be the work of Fisheries and Oceans Canada.	1,10,14,19,21,25,27
Wiki1k:wikinews:1260995:3:0	The main prize went to Liza , Go Home !	Worker-7	What is the result of the main prize	The main prize went to Liza, Go Home!	What is the result of	_	the main prize	The main prize went to Liza, Go Home!	The main prize went to Liza, Go Home!	3,6
Wiki1k:wikinews:1291886:4:1	The rubber-costumed band remains to publicly decide if they will continue to perform and record .	Worker-9	What is the reason the rubber-costumed band remains?	to publicly decide if they will continue to perform and record.	What is the reason	_	The rubber-costumed band remains?	to publicly decide if they will continue to perform and record.	The rubber-costumed band remains to publicly decide if they will continue to perform and record.	6,10,12,14
Wiki1k:wikinews:1260995:9:0	The main prize went to The Last Limousine , directed by Daria Khlestkina , Russia , 2014 , awarded for `` a dignified , compassionate portrayal of state-factory workers lost in transition , but not in humanity '' .	Worker-9	What is the reason the main prize went to The Last Limousine, directed by Daria Khlestkina?	awarded for  ""  a dignified, compassionate portrayal of state-factory workers lost in transition, but not in humanity.	What is the reason	_	The main prize went to The Last Limousine, directed by Daria Khlestkina?	awarded for  ""  a dignified, compassionate portrayal of state-factory workers lost in transition, but not in humanity.	The main prize went to The Last Limousine, directed by Daria Khlestkina, Russia, 2014, awarded for " a dignified, compassionate portrayal of state-factory workers lost in transition, but not in humanity " .	3,8,14,24,30
Wiki1k:wikinews:1283126:13:0	Williams , who this year are using new bright white livery on their cars , where able to keep the coloured stripes of sponsor Martini .	Worker-2	While what were williams able to keep the coloured stripes of sponsor Martini	Williams are using new bright white livery on their cars.	While what	were	Williams able to keep the coloured stripes of sponsor Martini	Williams are using new bright white livery on their cars.	Williams, who this year are using new bright white livery on their cars, where able to keep the coloured stripes of sponsor Martini.	5,16
Wiki1k:wikinews:1303211:2:2	The village holds an annual festival for the arrival of the storks , and has kept a stork census since 1976 .	Worker-5	What is the reason the village holds an annual festival	for the arrival of the storks	What is the reason	_	The village holds an annual festival	for the arrival of the storks	The village holds an annual festival for the arrival of the storks, and has kept a stork census since 1976.	2,14,19
Wiki1k:wikinews:1303211:2:2	The village holds an annual festival for the arrival of the storks , and has kept a stork census since 1976 .	Worker-5	Since when has The village kept a stork census	since 1976	Since when	_	has The village kept a stork census	since 1976	The village holds an annual festival for the arrival of the storks, and has kept a stork census since 1976.	2,14,19
Wiki1k:wikinews:1283126:10:2	He had also scored in Malaysia .	Worker-5	In what case had He also scored	in Malaysia	In what case	_	had He also scored	in Malaysia	He had also scored in Malaysia.	1,3
Wiki1k:wikinews:1268737:0:0	Margaret River Senior High School was able to perform the play based on the 1998 beating and death of gay student Matthew Shepard to a sold-out audience undisrupted on last Tuesday night , April 1 .	Worker-5	After what was Margaret River Senior High School able to perform the play on April 1	After the 1998 beating and death of gay student Matthew Shepard	After what	_	was Margaret River Senior High School able to perform the play on April 1	After the 1998 beating and death of gay student Matthew Shepard	Margaret River Senior High School was able to perform the play based on the 1998 beating and death of gay student Matthew Shepard to a sold-out audience undisrupted on last Tuesday night, April 1.	5,8,11
Wiki1k:wikinews:1258031:0:0	The waterway is known to be dangerous when the weather is rough , and combined with a lack of life-jackets and a general inability of passengers to swim , incidents like this often lead to high body counts .	Worker-5	What is the result of a lack of life-jackets combined with a general inability of passengers to swim	incidents like this often lead to high body counts	What is the result of	_	a lack of life-jackets combined with a general inability of passengers to swim	incidents like this often lead to high body counts	The waterway is known to be dangerous when the weather is rough, and combined with a lack of life-jackets and a general inability of passengers to swim, incidents like this often lead to high body counts.	3,5,10,13,26,31
Wiki1k:wikinews:1258031:0:0	The waterway is known to be dangerous when the weather is rough , and combined with a lack of life-jackets and a general inability of passengers to swim , incidents like this often lead to high body counts .	Worker-5	In what case is The waterway known to be dangerous	when the weather is rough	In what case	_	is The waterway known to be dangerous	when the weather is rough	The waterway is known to be dangerous when the weather is rough, and combined with a lack of life-jackets and a general inability of passengers to swim, incidents like this often lead to high body counts.	3,5,10,13,26,31
Wiki1k:wikinews:1262112:3:1	Kiska said he chose to stand after witnessing impediments to his business and charitable work .	Worker-9	What is the reason kiska chose to stand?	witnessing impediments to his business and charitable work.	What is the reason	_	Kiska chose to stand?	witnessing impediments to his business and charitable work.	Kiska said he chose to stand after witnessing impediments to his business and charitable work.	3,5,7
Wiki1k:wikinews:1338290:4:1	Capitalizing on their legality -- which no longer holds in Singapore -- NPSs have been known as `` legal highs '' , `` research chemicals '' , `` plant food '' , and `` bath salts '' .	Worker-5	In what manner have NPSs been known as	  legal highs  "" ,  ""  research chemicals  "" ,  ""  plant food  "" , and  ""  bath salts  ""	In what manner	_	have NPSs been known as	  legal highs  "" ,  ""  research chemicals  "" ,  ""  plant food  "" , and  ""  bath salts  ""	Capitalizing on their legality--which no longer holds in Singapore--NPSs have been known as " legal highs ", " research chemicals ", " plant food ", and " bath salts " .	6,11
Wiki1k:wikinews:1338290:2:1	Last year , under the Fifth Schedule of the Misuse of Drugs Act , designed to study NPSs before their illegalization , they could be confiscated by authorities , but no further penalty would be levied .	Worker-7	Before what would nPSs be studied	their illegalization	Before what	would	NPSs be studied	their illegalization	Last year, under the Fifth Schedule of the Misuse of Drugs Act, designed to study NPSs before their illegalization, they could be confiscated by authorities, but no further penalty would be levied.	12,14,18,22,26,31
Wiki1k:wikinews:1338290:2:1	Last year , under the Fifth Schedule of the Misuse of Drugs Act , designed to study NPSs before their illegalization , they could be confiscated by authorities , but no further penalty would be levied .	Worker-7	What is the reason for the Fifth Schedule of the Misuse of Drugs Act	designed to study NPSs before their illegalization	What is the reason	_	for the Fifth Schedule of the Misuse of Drugs Act	designed to study NPSs before their illegalization	Last year, under the Fifth Schedule of the Misuse of Drugs Act, designed to study NPSs before their illegalization, they could be confiscated by authorities, but no further penalty would be levied.	12,14,18,22,26,31
Wiki1k:wikinews:1338290:2:1	Last year , under the Fifth Schedule of the Misuse of Drugs Act , designed to study NPSs before their illegalization , they could be confiscated by authorities , but no further penalty would be levied .	Worker-7	Despite what would no further penalty be levied	Drugs could be confiscated by authorities	Despite what	would	no further penalty be levied	Drugs could be confiscated by authorities	Last year, under the Fifth Schedule of the Misuse of Drugs Act, designed to study NPSs before their illegalization, they could be confiscated by authorities, but no further penalty would be levied.	12,14,18,22,26,31
Wiki1k:wikinews:1338290:2:1	Last year , under the Fifth Schedule of the Misuse of Drugs Act , designed to study NPSs before their illegalization , they could be confiscated by authorities , but no further penalty would be levied .	Worker-7	What is the result of the Fifth Schedule of the Misuse of Drugs Act	Drugs could be confiscated by authorities, but no further penalty would be levied	What is the result of	_	the Fifth Schedule of the Misuse of Drugs Act	Drugs could be confiscated by authorities, but no further penalty would be levied	Last year, under the Fifth Schedule of the Misuse of Drugs Act, designed to study NPSs before their illegalization, they could be confiscated by authorities, but no further penalty would be levied.	12,14,18,22,26,31
Wiki1k:wikinews:1260995:9:1	The jury mentioned the film was perfectly casted .	Worker-5	Before what was the film perfectly casted	Before the jury mentioned the film	Before what	_	was the film perfectly casted	Before the jury mentioned the film	The jury mentioned the film was perfectly casted.	2,7
Wiki1k:wikinews:1284590:1:0	After several shoulder operations in the lead up to the 2012 London Olympics , Rice fell short of her own expectations .	Worker-11	After what did rice fall short of her own expectations	After several shoulder operations	After what	did	Rice fall short of her own expectations	After several shoulder operations	After several shoulder operations in the lead up to the 2012 London Olympics, Rice fell short of her own expectations.	2,14
Wiki1k:wikinews:1307075:12:0	PMV : I have done fieldwork in Belize and Peru , and my coauthor did field work in Brazil , Ecuador , and Peru , where we collected several specimens of Sturnira -LRB- including the third species that has not been described yet -RRB- .	Worker-5	What is the reason we have done fieldwork in Peru	To collect several specimens of Sturnira	What is the reason	_	we have done fieldwork in Peru	To collect several specimens of Sturnira	PMV: I have done fieldwork in Belize and Peru, and my coauthor did field work in Brazil, Ecuador, and Peru, where we collected several specimens of Sturnira -LRB- including the third species that has not been described yet -RRB-.	3,12,22,28,36
Wiki1k:wikinews:1307075:12:0	PMV : I have done fieldwork in Belize and Peru , and my coauthor did field work in Brazil , Ecuador , and Peru , where we collected several specimens of Sturnira -LRB- including the third species that has not been described yet -RRB- .	Worker-5	What is similar to me having done fieldwork in Belize and Peru	my coauthor doing field work in Brazil, Ecuador, and Peru	What is similar to	_	me having done fieldwork in Belize and Peru	my coauthor doing field work in Brazil, Ecuador, and Peru	PMV: I have done fieldwork in Belize and Peru, and my coauthor did field work in Brazil, Ecuador, and Peru, where we collected several specimens of Sturnira -LRB- including the third species that has not been described yet -RRB-.	3,12,22,28,36
Wiki1k:wikinews:1260995:6:0	The main prize went to Mother 's Dream , directed by Valerie Gudenus , Switzerland , 2013 .	Worker-7	What is the result of the main prize	The main prize went to Mother\'s Dream, directed by Valerie Gudenus, Switzerland, 2013	What is the result of	_	the main prize	The main prize went to Mother\'s Dream, directed by Valerie Gudenus, Switzerland, 2013	The main prize went to Mother\'s Dream, directed by Valerie Gudenus, Switzerland, 2013.	3,7
Wiki1k:wikinews:1287233:6:5	Another noted `` Adrianne embodied brilliance , determination , and enthusiasm in everything she did . ''	Worker-9	In what case did adrianne embody brilliance, determination, and enthusiasm?	in everything she did.	In what case	did	Adrianne embody brilliance, determination, and enthusiasm?	in everything she did.	Another noted " Adrianne embodied brilliance, determination, and enthusiasm in everything she did .  "	1,12
Wiki1k:wikinews:1318179:3:2	The resultant data indicates a pair of black holes orbiting one another .	Worker-11	What is the result of the resultant data	indication a pair of black holes orbiting one another	What is the result of	_	The resultant data	indication a pair of black holes orbiting one another	The resultant data indicates a pair of black holes orbiting one another.	3,9
Wiki1k:wikinews:1345663:0:1	Reports variously state the final price of the whale , prior to the removal of the listing from the auction site on Monday at about 2:30 pm , was C$ 2,025 or C$ 2,075 .	Worker-5	Before what was the final price of the whale C$ 2,025 or C$ 2,075	Prior to the removal of the listing from the auction site on Monday at about 2:30 pm	Before what	_	was the final price of the whale C$ 2,025 or C$ 2,075	Prior to the removal of the listing from the auction site on Monday at about 2:30 pm	Reports variously state the final price of the whale, prior to the removal of the listing from the auction site on Monday at about 2:30 pm, was C$ 2,025 or C$ 2,075.	2,26,30
Wiki1k:wikinews:1262112:2:2	Most of his money has been given to charity , and he has sold off his businesses .	Worker-5	In what manner has Most of his money been given	It has been given to charity	In what manner	_	has Most of his money been given	It has been given to charity	Most of his money has been given to charity, and he has sold off his businesses.	5,6,12
Wiki1k:wikinews:1287233:2:0	She was involved in organizing several edit-a-thons aimed at encouraging greater female participation and improving content about women , including Wikipedia Takes America : Los Angeles , FemTech Edit-a-thon , Wikipedia Loves Eagle Rock , Wikipedia Loves WeHo , and Feminists Engage Wikipedia .	Worker-9	What is an example of several edit-a-thons?	Wikipedia Takes America: Los Angeles, FemTech Edit-a-thon, Wikipedia Loves Eagle Rock, Wikipedia Loves WeHo, and Feminists Engage Wikipedia.	What is an example of	_	several edit-a-thons?	Wikipedia Takes America: Los Angeles, FemTech Edit-a-thon, Wikipedia Loves Eagle Rock, Wikipedia Loves WeHo, and Feminists Engage Wikipedia.	She was involved in organizing several edit-a-thons aimed at encouraging greater female participation and improving content about women, including Wikipedia Takes America: Los Angeles, FemTech Edit-a-thon, Wikipedia Loves Eagle Rock, Wikipedia Loves WeHo, and Feminists Engage Wikipedia.	2,4,7,9,14,18,20,27,31
Wiki1k:wikinews:1287233:2:0	She was involved in organizing several edit-a-thons aimed at encouraging greater female participation and improving content about women , including Wikipedia Takes America : Los Angeles , FemTech Edit-a-thon , Wikipedia Loves Eagle Rock , Wikipedia Loves WeHo , and Feminists Engage Wikipedia .	Worker-9	What is the reason she was involved in organizing several edit-a-thons	aimed at encouraging greater female participation and improving content about women.	What is the reason	_	She was involved in organizing several edit-a-thons	aimed at encouraging greater female participation and improving content about women.	She was involved in organizing several edit-a-thons aimed at encouraging greater female participation and improving content about women, including Wikipedia Takes America: Los Angeles, FemTech Edit-a-thon, Wikipedia Loves Eagle Rock, Wikipedia Loves WeHo, and Feminists Engage Wikipedia.	2,4,7,9,14,18,20,27,31
Wiki1k:wikinews:1291484:3:4	In the session we had during the AffCom meeting she once again showed her passion and commitment to help reimagine the role of AffCom and how to help emerging and new affiliates .	Worker-9	What is the result of he session we had during the AffCom meeting?	she once again showed her passion and commitment to help reimagine the role of AffCom and how to help emerging and new affiliates.	What is the result of	_	he session we had during the AffCom meeting?	she once again showed her passion and commitment to help reimagine the role of AffCom and how to help emerging and new affiliates.	In the session we had during the AffCom meeting she once again showed her passion and commitment to help reimagine the role of AffCom and how to help emerging and new affiliates.	4,12,19,28
Wiki1k:wikinews:1318179:4:1	She said ongoing work to spot tidal disruptions could lead to `` reliable statistics about the rate at which galaxies merge '' .	Worker-5	What is the result of ongoing work to spot tidal disruptions	It could lead to  ""  reliable statistics about the rate at which galaxies merge  ""	What is the result of	_	ongoing work to spot tidal disruptions	It could lead to  ""  reliable statistics about the rate at which galaxies merge  ""	She said ongoing work to spot tidal disruptions could lead to " reliable statistics about the rate at which galaxies merge " .	5,9,20
Wiki1k:wikinews:1318988:3:1	Commissioned to commemorate Pope John Paul II 's 1998 visit to Brescia , and reportedly originally erected at a stadium there , the crucifix was moved to its present location in nearby Cevo in 2005 .	Worker-9	After what was the crucifix moved to its present location in nearby Cevo in 2005?	Commissioned to commemorate Pope John Paul II\'s 1998 visit to Brescia.	After what	was	the crucifix moved to its present location in nearby Cevo in 2005?	Commissioned to commemorate Pope John Paul II\'s 1998 visit to Brescia.	Commissioned to commemorate Pope John Paul II\'s 1998 visit to Brescia, and reportedly originally erected at a stadium there, the crucifix was moved to its present location in nearby Cevo in 2005.	0,2,14,22
Wiki1k:wikinews:1345663:2:1	`` This time '' , he remarked , `` the authorities have told us that it 's our whale , it 's our responsibility to get rid of it . ''	Worker-7	What is the reason the authorities told us something	the authorities have told us that it\'s our whale, it\'s our responsibility to get rid of it	What is the reason	_	the authorities told us something	the authorities have told us that it\'s our whale, it\'s our responsibility to get rid of it	\ "  This time ", he remarked, " the authorities have told us that it\'s our whale, it\'s our responsibility to get rid of it .  "	7,12,23
